"","chr","start","end"
"2555","7",1.2e+08,120500000
"2556","7",120500000,1.21e+08
"2557","7",1.21e+08,121500000
"2558","7",121500000,1.22e+08
"2559","7",1.22e+08,122500000
"2560","7",122500000,1.23e+08
"2561","7",1.23e+08,123500000
"2562","7",123500000,1.24e+08
"2563","7",1.24e+08,124500000
"2564","7",124500000,1.25e+08
"2565","7",1.25e+08,125500000
"2566","7",125500000,1.26e+08
"2567","7",1.26e+08,126500000
"2568","7",126500000,1.27e+08
"2569","7",1.27e+08,127500000
"2570","7",127500000,1.28e+08
"2571","7",1.28e+08,128500000
"2572","7",128500000,1.29e+08
"2573","7",1.29e+08,129500000
"2574","7",129500000,1.3e+08
"2575","7",1.3e+08,130500000
"2576","7",130500000,1.31e+08
"2577","7",1.31e+08,131500000
"2578","7",131500000,1.32e+08
"2579","7",1.32e+08,132500000
"2580","7",132500000,1.33e+08
"2581","7",1.33e+08,133500000
"2582","7",133500000,1.34e+08
"2583","7",1.34e+08,134500000
"2584","7",134500000,1.35e+08
"2585","7",1.35e+08,135500000
"2586","7",135500000,1.36e+08
"2587","7",1.36e+08,136500000
"2588","7",136500000,1.37e+08
"2589","7",1.37e+08,137500000
"2590","7",137500000,1.38e+08
"2591","7",1.38e+08,138500000
"2592","7",138500000,1.39e+08
"2593","7",1.39e+08,139500000
"2594","7",139500000,1.4e+08
"2595","7",1.4e+08,140500000
"2596","7",140500000,1.41e+08
"2597","7",1.41e+08,141500000
"2598","7",141500000,1.42e+08
"2599","7",142500000,1.43e+08
"2600","7",1.43e+08,143500000
"2601","7",143500000,1.44e+08
"2602","7",1.44e+08,144500000
"2603","7",144500000,1.45e+08
"2604","7",1.45e+08,145500000
"2605","7",1.46e+08,146500000
"2606","7",146500000,1.47e+08
"2607","7",1.47e+08,147500000
"2608","7",147500000,1.48e+08
"2609","7",1.48e+08,148500000
"2610","7",148500000,1.49e+08
"2611","7",1.49e+08,149500000
"2612","7",149500000,1.5e+08
"2613","7",1.5e+08,150500000
"2614","7",150500000,1.51e+08
"2615","7",1.51e+08,151500000
"2616","7",151500000,1.52e+08
"2617","7",1.52e+08,152500000
"2618","7",152500000,1.53e+08
"2619","7",1.53e+08,153500000
"2620","7",153500000,1.54e+08
"2621","7",1.54e+08,154500000
"2622","7",154500000,1.55e+08
"2623","7",1.55e+08,155500000
"2624","7",155500000,1.56e+08
"2625","7",1.56e+08,156500000
"2626","7",156500000,1.57e+08
"2627","7",1.57e+08,157500000
"2628","7",157500000,1.58e+08
"2629","7",1.58e+08,158500000
"2630","7",158500000,1.59e+08
"2631","8",5e+05,1e+06
"2632","8",1e+06,1500000
"2633","8",1500000,2e+06
"2634","8",2e+06,2500000
"2635","8",2500000,3e+06
"2636","8",3e+06,3500000
"2637","8",3500000,4e+06
"2638","8",4e+06,4500000
"2639","8",4500000,5e+06
"2640","8",5e+06,5500000
"2641","8",5500000,6e+06
"2642","8",6e+06,6500000
"2643","8",6500000,7e+06
"2644","8",7e+06,7500000
"2645","8",7500000,8e+06
"2646","8",8e+06,8500000
"2647","8",8500000,9e+06
"2648","8",9e+06,9500000
"2649","8",9500000,1e+07
"2650","8",1e+07,10500000
"2651","8",10500000,1.1e+07
"2652","8",1.1e+07,11500000
"2653","8",11500000,1.2e+07
"2654","8",1.2e+07,12500000
"2655","8",12500000,1.3e+07
"2656","8",1.3e+07,13500000
"2657","8",13500000,1.4e+07
"2658","8",1.4e+07,14500000
"2659","8",14500000,1.5e+07
"2660","8",1.5e+07,15500000
"2661","8",15500000,1.6e+07
"2662","8",1.6e+07,16500000
"2663","8",16500000,1.7e+07
"2664","8",1.7e+07,17500000
"2665","8",17500000,1.8e+07
"2666","8",1.8e+07,18500000
"2667","8",18500000,1.9e+07
"2668","8",1.9e+07,19500000
"2669","8",19500000,2e+07
"2670","8",2e+07,20500000
"2671","8",20500000,2.1e+07
"2672","8",21500000,2.2e+07
"2673","8",2.2e+07,22500000
"2674","8",22500000,2.3e+07
"2675","8",2.3e+07,23500000
"2676","8",23500000,2.4e+07
"2677","8",2.4e+07,24500000
"2678","8",24500000,2.5e+07
"2679","8",2.5e+07,25500000
"2680","8",25500000,2.6e+07
"2681","8",2.6e+07,26500000
"2682","8",26500000,2.7e+07
"2683","8",2.7e+07,27500000
"2684","8",27500000,2.8e+07
"2685","8",2.8e+07,28500000
"2686","8",28500000,2.9e+07
"2687","8",2.9e+07,29500000
"2688","8",29500000,3e+07
"2689","8",3e+07,30500000
"2690","8",30500000,3.1e+07
"2691","8",3.1e+07,31500000
"2692","8",31500000,3.2e+07
"2693","8",3.2e+07,32500000
"2694","8",3.3e+07,33500000
"2695","8",33500000,3.4e+07
"2696","8",3.4e+07,34500000
"2697","8",34500000,3.5e+07
"2698","8",3.5e+07,35500000
"2699","8",35500000,3.6e+07
"2700","8",3.6e+07,36500000
"2701","8",36500000,3.7e+07
"2702","8",3.7e+07,37500000
"2703","8",37500000,3.8e+07
"2704","8",3.8e+07,38500000
"2705","8",38500000,3.9e+07
"2706","8",3.9e+07,39500000
"2707","8",39500000,4e+07
"2708","8",4e+07,40500000
"2709","8",40500000,4.1e+07
"2710","8",4.1e+07,41500000
"2711","8",41500000,4.2e+07
"2712","8",4.2e+07,42500000
"2713","8",42500000,4.3e+07
"2714","8",4.8e+07,48500000
"2715","8",48500000,4.9e+07
"2716","8",4.9e+07,49500000
"2717","8",49500000,5e+07
"2718","8",5e+07,50500000
"2719","8",50500000,5.1e+07
"2720","8",5.1e+07,51500000
"2721","8",51500000,5.2e+07
"2722","8",5.2e+07,52500000
"2723","8",52500000,5.3e+07
"2724","8",5.3e+07,53500000
"2725","8",53500000,5.4e+07
"2726","8",5.4e+07,54500000
"2727","8",54500000,5.5e+07
"2728","8",5.5e+07,55500000
"2729","8",55500000,5.6e+07
"2730","8",5.6e+07,56500000
"2731","8",5.7e+07,57500000
"2732","8",57500000,5.8e+07
"2733","8",5.8e+07,58500000
"2734","8",58500000,5.9e+07
"2735","8",5.9e+07,59500000
"2736","8",59500000,6e+07
"2737","8",6e+07,60500000
"2738","8",60500000,6.1e+07
"2739","8",6.1e+07,61500000
"2740","8",61500000,6.2e+07
"2741","8",6.2e+07,62500000
"2742","8",62500000,6.3e+07
"2743","8",6.3e+07,63500000
"2744","8",63500000,6.4e+07
"2745","8",6.4e+07,64500000
"2746","8",64500000,6.5e+07
"2747","8",6.5e+07,65500000
"2748","8",65500000,6.6e+07
"2749","8",6.6e+07,66500000
"2750","8",66500000,6.7e+07
"2751","8",6.7e+07,67500000
"2752","8",67500000,6.8e+07
"2753","8",6.8e+07,68500000
"2754","8",68500000,6.9e+07
"2755","8",69500000,7e+07
"2756","8",7e+07,70500000
"2757","8",7.1e+07,71500000
"2758","8",71500000,7.2e+07
"2759","8",7.2e+07,72500000
"2760","8",72500000,7.3e+07
"2761","8",7.3e+07,73500000
"2762","8",73500000,7.4e+07
"2763","8",7.4e+07,74500000
"2764","8",74500000,7.5e+07
"2765","8",7.5e+07,75500000
"2766","8",75500000,7.6e+07
"2767","8",7.6e+07,76500000
"2768","8",76500000,7.7e+07
"2769","8",77500000,7.8e+07
"2770","8",7.8e+07,78500000
"2771","8",78500000,7.9e+07
"2772","8",7.9e+07,79500000
"2773","8",79500000,8e+07
"2774","8",8e+07,80500000
"2775","8",80500000,8.1e+07
"2776","8",8.1e+07,81500000
"2777","8",81500000,8.2e+07
"2778","8",8.2e+07,82500000
"2779","8",82500000,8.3e+07
"2780","8",8.3e+07,83500000
"2781","8",83500000,8.4e+07
"2782","8",8.4e+07,84500000
"2783","8",84500000,8.5e+07
"2784","8",8.5e+07,85500000
"2785","8",85500000,8.6e+07
"2786","8",8.6e+07,86500000
"2787","8",86500000,8.7e+07
"2788","8",8.7e+07,87500000
"2789","8",87500000,8.8e+07
"2790","8",8.8e+07,88500000
"2791","8",88500000,8.9e+07
"2792","8",8.9e+07,89500000
"2793","8",89500000,9e+07
"2794","8",9e+07,90500000
"2795","8",90500000,9.1e+07
"2796","8",9.1e+07,91500000
"2797","8",91500000,9.2e+07
"2798","8",9.2e+07,92500000
"2799","8",92500000,9.3e+07
"2800","8",9.3e+07,93500000
"2801","8",93500000,9.4e+07
"2802","8",9.4e+07,94500000
"2803","8",94500000,9.5e+07
"2804","8",9.5e+07,95500000
"2805","8",95500000,9.6e+07
"2806","8",9.6e+07,96500000
"2807","8",96500000,9.7e+07
"2808","8",9.7e+07,97500000
"2809","8",97500000,9.8e+07
"2810","8",9.8e+07,98500000
"2811","8",98500000,9.9e+07
"2812","8",9.9e+07,99500000
"2813","8",99500000,1e+08
"2814","8",1e+08,100500000
"2815","8",1.01e+08,101500000
"2816","8",101500000,1.02e+08
"2817","8",1.02e+08,102500000
"2818","8",102500000,1.03e+08
"2819","8",1.03e+08,103500000
"2820","8",103500000,1.04e+08
"2821","8",1.04e+08,104500000
"2822","8",104500000,1.05e+08
"2823","8",1.05e+08,105500000
"2824","8",105500000,1.06e+08
"2825","8",1.06e+08,106500000
"2826","8",106500000,1.07e+08
"2827","8",1.07e+08,107500000
"2828","8",107500000,1.08e+08
"2829","8",1.08e+08,108500000
"2830","8",108500000,1.09e+08
"2831","8",1.09e+08,109500000
"2832","8",109500000,1.1e+08
"2833","8",1.1e+08,110500000
"2834","8",110500000,1.11e+08
"2835","8",1.11e+08,111500000
"2836","8",111500000,1.12e+08
"2837","8",1.12e+08,112500000
"2838","8",112500000,1.13e+08
"2839","8",1.13e+08,113500000
"2840","8",113500000,1.14e+08
"2841","8",1.14e+08,114500000
"2842","8",114500000,1.15e+08
"2843","8",1.15e+08,115500000
"2844","8",115500000,1.16e+08
"2845","8",1.16e+08,116500000
"2846","8",116500000,1.17e+08
"2847","8",1.17e+08,117500000
"2848","8",117500000,1.18e+08
"2849","8",1.18e+08,118500000
"2850","8",118500000,1.19e+08
"2851","8",1.19e+08,119500000
"2852","8",119500000,1.2e+08
"2853","8",1.2e+08,120500000
"2854","8",120500000,1.21e+08
"2855","8",1.21e+08,121500000
"2856","8",121500000,1.22e+08
"2857","8",1.22e+08,122500000
"2858","8",122500000,1.23e+08
"2859","8",1.23e+08,123500000
"2860","8",123500000,1.24e+08
"2861","8",1.24e+08,124500000
"2862","8",124500000,1.25e+08
"2863","8",1.25e+08,125500000
"2864","8",125500000,1.26e+08
"2865","8",1.26e+08,126500000
"2866","8",126500000,1.27e+08
"2867","8",1.27e+08,127500000
"2868","8",127500000,1.28e+08
"2869","8",1.28e+08,128500000
"2870","8",128500000,1.29e+08
"2871","8",1.29e+08,129500000
"2872","8",129500000,1.3e+08
"2873","8",1.3e+08,130500000
"2874","8",130500000,1.31e+08
"2875","8",1.31e+08,131500000
"2876","8",131500000,1.32e+08
"2877","8",1.32e+08,132500000
"2878","8",132500000,1.33e+08
"2879","8",1.33e+08,133500000
"2880","8",133500000,1.34e+08
"2881","8",1.34e+08,134500000
"2882","8",134500000,1.35e+08
"2883","8",1.35e+08,135500000
"2884","8",135500000,1.36e+08
"2885","8",1.36e+08,136500000
"2886","8",136500000,1.37e+08
"2887","8",1.37e+08,137500000
"2888","8",137500000,1.38e+08
"2889","8",1.38e+08,138500000
"2890","8",138500000,1.39e+08
"2891","8",1.39e+08,139500000
"2892","8",139500000,1.4e+08
"2893","8",1.4e+08,140500000
"2894","8",140500000,1.41e+08
"2895","8",1.41e+08,141500000
"2896","8",141500000,1.42e+08
"2897","8",1.42e+08,142500000
"2898","8",142500000,1.43e+08
"2899","8",1.43e+08,143500000
"2900","8",143500000,1.44e+08
"2901","8",1.44e+08,144500000
"2902","8",144500000,1.45e+08
"2903","8",1.45e+08,145500000
"2904","8",145500000,1.46e+08
"2905","9",5e+05,1e+06
"2906","9",1e+06,1500000
"2907","9",1500000,2e+06
"2908","9",2e+06,2500000
"2909","9",2500000,3e+06
"2910","9",3e+06,3500000
"2911","9",3500000,4e+06
"2912","9",4e+06,4500000
"2913","9",5e+06,5500000
"2914","9",5500000,6e+06
"2915","9",6e+06,6500000
"2916","9",6500000,7e+06
"2917","9",7e+06,7500000
"2918","9",7500000,8e+06
"2919","9",8e+06,8500000
"2920","9",8500000,9e+06
"2921","9",9e+06,9500000
"2922","9",9500000,1e+07
"2923","9",1e+07,10500000
"2924","9",10500000,1.1e+07
"2925","9",1.1e+07,11500000
"2926","9",11500000,1.2e+07
"2927","9",1.2e+07,12500000
"2928","9",12500000,1.3e+07
"2929","9",1.3e+07,13500000
"2930","9",13500000,1.4e+07
"2931","9",1.4e+07,14500000
"2932","9",14500000,1.5e+07
"2933","9",1.5e+07,15500000
"2934","9",15500000,1.6e+07
"2935","9",1.6e+07,16500000
"2936","9",16500000,1.7e+07
"2937","9",1.7e+07,17500000
"2938","9",17500000,1.8e+07
"2939","9",1.8e+07,18500000
"2940","9",18500000,1.9e+07
"2941","9",1.9e+07,19500000
"2942","9",19500000,2e+07
"2943","9",2e+07,20500000
"2944","9",20500000,2.1e+07
"2945","9",2.1e+07,21500000
"2946","9",21500000,2.2e+07
"2947","9",2.2e+07,22500000
"2948","9",22500000,2.3e+07
"2949","9",2.3e+07,23500000
"2950","9",23500000,2.4e+07
"2951","9",2.4e+07,24500000
"2952","9",24500000,2.5e+07
"2953","9",2.5e+07,25500000
"2954","9",25500000,2.6e+07
"2955","9",2.6e+07,26500000
"2956","9",26500000,2.7e+07
"2957","9",2.7e+07,27500000
"2958","9",27500000,2.8e+07
"2959","9",2.8e+07,28500000
"2960","9",28500000,2.9e+07
"2961","9",2.9e+07,29500000
"2962","9",29500000,3e+07
"2963","9",3e+07,30500000
"2964","9",30500000,3.1e+07
"2965","9",3.1e+07,31500000
"2966","9",31500000,3.2e+07
"2967","9",3.2e+07,32500000
"2968","9",32500000,3.3e+07
"2969","9",3.3e+07,33500000
"2970","9",3.4e+07,34500000
"2971","9",34500000,3.5e+07
"2972","9",3.5e+07,35500000
"2973","9",35500000,3.6e+07
"2974","9",3.6e+07,36500000
"2975","9",36500000,3.7e+07
"2976","9",3.7e+07,37500000
"2977","9",37500000,3.8e+07
"2978","9",3.8e+07,38500000
"2979","9",38500000,3.9e+07
"2980","9",3.9e+07,39500000
"2981","9",39500000,4e+07
"2982","9",4e+07,40500000
"2983","9",40500000,4.1e+07
"2984","9",4.1e+07,41500000
"2985","9",41500000,4.2e+07
"2986","9",4.2e+07,42500000
"2987","9",4.3e+07,43500000
"2988","9",43500000,4.4e+07
"2989","9",45500000,4.6e+07
"2990","9",4.6e+07,46500000
"2991","9",46500000,4.7e+07
"2992","9",50500000,5.1e+07
"2993","9",5.1e+07,51500000
"2994","9",51500000,5.2e+07
"2995","9",5.2e+07,52500000
"2996","9",52500000,5.3e+07
"2997","9",5.3e+07,53500000
"2998","9",53500000,5.4e+07
"2999","9",5.4e+07,54500000
"3000","9",54500000,5.5e+07
"3001","9",5.5e+07,55500000
"3002","9",55500000,5.6e+07
"3003","9",5.6e+07,56500000
"3004","9",56500000,5.7e+07
"3005","9",5.7e+07,57500000
"3006","9",57500000,5.8e+07
"3007","9",5.8e+07,58500000
"3008","9",58500000,5.9e+07
"3009","9",5.9e+07,59500000
"3010","9",59500000,6e+07
"3011","9",6e+07,60500000
"3012","9",60500000,6.1e+07
"3013","9",6.1e+07,61500000
"3014","9",61500000,6.2e+07
"3015","9",6.2e+07,62500000
"3016","9",62500000,6.3e+07
"3017","9",6.3e+07,63500000
"3018","9",63500000,6.4e+07
"3019","9",6.4e+07,64500000
"3020","9",64500000,6.5e+07
"3021","9",6.5e+07,65500000
"3022","9",65500000,6.6e+07
"3023","9",68500000,6.9e+07
"3024","9",6.9e+07,69500000
"3025","9",70500000,7.1e+07
"3026","9",7.1e+07,71500000
"3027","9",71500000,7.2e+07
"3028","9",7.2e+07,72500000
"3029","9",7.3e+07,73500000
"3030","9",73500000,7.4e+07
"3031","9",7.4e+07,74500000
"3032","9",74500000,7.5e+07
"3033","9",7.5e+07,75500000
"3034","9",75500000,7.6e+07
"3035","9",7.6e+07,76500000
"3036","9",76500000,7.7e+07
"3037","9",7.7e+07,77500000
"3038","9",77500000,7.8e+07
"3039","9",7.8e+07,78500000
"3040","9",79500000,8e+07
"3041","9",8e+07,80500000
"3042","9",80500000,8.1e+07
"3043","9",8.1e+07,81500000
"3044","9",81500000,8.2e+07
"3045","9",8.2e+07,82500000
"3046","9",82500000,8.3e+07
"3047","9",8.3e+07,83500000
"3048","9",83500000,8.4e+07
"3049","9",8.4e+07,84500000
"3050","9",84500000,8.5e+07
"3051","9",8.5e+07,85500000
"3052","9",85500000,8.6e+07
"3053","9",8.6e+07,86500000
"3054","9",86500000,8.7e+07
"3055","9",8.7e+07,87500000
"3056","9",87500000,8.8e+07
"3057","9",8.8e+07,88500000
"3058","9",88500000,8.9e+07
"3059","9",8.9e+07,89500000
"3060","9",89500000,9e+07
"3061","9",9e+07,90500000
"3062","9",90500000,9.1e+07
"3063","9",9.1e+07,91500000
"3064","9",91500000,9.2e+07
"3065","9",9.2e+07,92500000
"3066","9",92500000,9.3e+07
"3067","9",9.3e+07,93500000
"3068","9",93500000,9.4e+07
"3069","9",9.4e+07,94500000
"3070","9",94500000,9.5e+07
"3071","9",9.5e+07,95500000
"3072","9",95500000,9.6e+07
"3073","9",9.6e+07,96500000
"3074","9",96500000,9.7e+07
"3075","9",9.7e+07,97500000
"3076","9",97500000,9.8e+07
"3077","9",9.8e+07,98500000
"3078","9",98500000,9.9e+07
"3079","9",9.9e+07,99500000
"3080","9",99500000,1e+08
"3081","9",1e+08,100500000
"3082","9",100500000,1.01e+08
"3083","9",1.01e+08,101500000
"3084","9",101500000,1.02e+08
"3085","9",1.02e+08,102500000
"3086","9",102500000,1.03e+08
"3087","9",1.03e+08,103500000
"3088","9",103500000,1.04e+08
"3089","9",1.04e+08,104500000
"3090","9",104500000,1.05e+08
"3091","9",1.05e+08,105500000
"3092","9",105500000,1.06e+08
"3093","9",1.06e+08,106500000
"3094","9",106500000,1.07e+08
"3095","9",1.07e+08,107500000
"3096","9",107500000,1.08e+08
"3097","9",1.08e+08,108500000
"3098","9",108500000,1.09e+08
"3099","9",1.09e+08,109500000
"3100","9",109500000,1.1e+08
"3101","9",1.1e+08,110500000
"3102","9",110500000,1.11e+08
"3103","9",1.11e+08,111500000
"3104","9",111500000,1.12e+08
"3105","9",1.12e+08,112500000
"3106","9",112500000,1.13e+08
"3107","9",1.13e+08,113500000
"3108","9",113500000,1.14e+08
"3109","9",1.14e+08,114500000
"3110","9",114500000,1.15e+08
"3111","9",1.15e+08,115500000
"3112","9",115500000,1.16e+08
"3113","9",1.16e+08,116500000
"3114","9",116500000,1.17e+08
"3115","9",1.17e+08,117500000
"3116","9",117500000,1.18e+08
"3117","9",1.18e+08,118500000
"3118","9",118500000,1.19e+08
"3119","9",1.19e+08,119500000
"3120","9",119500000,1.2e+08
"3121","9",1.2e+08,120500000
"3122","9",120500000,1.21e+08
"3123","9",1.21e+08,121500000
"3124","9",121500000,1.22e+08
"3125","9",1.22e+08,122500000
"3126","9",122500000,1.23e+08
"3127","9",1.23e+08,123500000
"3128","9",123500000,1.24e+08
"3129","9",1.24e+08,124500000
"3130","9",124500000,1.25e+08
"3131","9",1.25e+08,125500000
"3132","9",125500000,1.26e+08
"3133","9",1.26e+08,126500000
"3134","9",126500000,1.27e+08
"3135","9",1.27e+08,127500000
"3136","9",127500000,1.28e+08
"3137","9",1.28e+08,128500000
"3138","9",128500000,1.29e+08
"3139","9",1.29e+08,129500000
"3140","9",129500000,1.3e+08
"3141","9",1.3e+08,130500000
"3142","9",130500000,1.31e+08
"3143","9",1.31e+08,131500000
"3144","9",131500000,1.32e+08
"3145","9",1.32e+08,132500000
"3146","9",132500000,1.33e+08
"3147","9",1.33e+08,133500000
"3148","9",133500000,1.34e+08
"3149","9",1.34e+08,134500000
"3150","9",134500000,1.35e+08
"3151","9",1.35e+08,135500000
"3152","9",135500000,1.36e+08
"3153","9",1.36e+08,136500000
"3154","9",136500000,1.37e+08
"3155","9",1.37e+08,137500000
"3156","9",137500000,1.38e+08
"3157","9",1.38e+08,138500000
"3158","9",138500000,1.39e+08
"3159","9",1.39e+08,139500000
"3160","9",139500000,1.4e+08
"3161","9",1.4e+08,140500000
"3162","9",140500000,1.41e+08
"3163","10",5e+05,1e+06
"3164","10",1e+06,1500000
"3165","10",1500000,2e+06
"3166","10",2e+06,2500000
"3167","10",2500000,3e+06
"3168","10",3e+06,3500000
"3169","10",3500000,4e+06
"3170","10",4e+06,4500000
"3171","10",4500000,5e+06
"3172","10",5e+06,5500000
"3173","10",5500000,6e+06
"3174","10",6e+06,6500000
"3175","10",6500000,7e+06
"3176","10",7e+06,7500000
"3177","10",7500000,8e+06
"3178","10",8e+06,8500000
"3179","10",8500000,9e+06
"3180","10",9e+06,9500000
"3181","10",9500000,1e+07
"3182","10",1e+07,10500000
"3183","10",10500000,1.1e+07
"3184","10",1.1e+07,11500000
"3185","10",11500000,1.2e+07
"3186","10",1.2e+07,12500000
"3187","10",12500000,1.3e+07
"3188","10",1.3e+07,13500000
"3189","10",13500000,1.4e+07
"3190","10",1.4e+07,14500000
"3191","10",14500000,1.5e+07
"3192","10",1.5e+07,15500000
"3193","10",15500000,1.6e+07
"3194","10",1.6e+07,16500000
"3195","10",16500000,1.7e+07
"3196","10",1.7e+07,17500000
"3197","10",17500000,1.8e+07
"3198","10",1.8e+07,18500000
"3199","10",1.9e+07,19500000
"3200","10",19500000,2e+07
"3201","10",20500000,2.1e+07
"3202","10",2.1e+07,21500000
"3203","10",21500000,2.2e+07
"3204","10",2.2e+07,22500000
"3205","10",22500000,2.3e+07
"3206","10",2.3e+07,23500000
"3207","10",23500000,2.4e+07
"3208","10",2.4e+07,24500000
"3209","10",24500000,2.5e+07
"3210","10",2.5e+07,25500000
"3211","10",25500000,2.6e+07
"3212","10",2.6e+07,26500000
"3213","10",26500000,2.7e+07
"3214","10",2.7e+07,27500000
"3215","10",27500000,2.8e+07
"3216","10",2.8e+07,28500000
"3217","10",28500000,2.9e+07
"3218","10",2.9e+07,29500000
"3219","10",29500000,3e+07
"3220","10",3e+07,30500000
"3221","10",30500000,3.1e+07
"3222","10",3.1e+07,31500000
"3223","10",31500000,3.2e+07
"3224","10",3.2e+07,32500000
"3225","10",32500000,3.3e+07
"3226","10",3.3e+07,33500000
"3227","10",33500000,3.4e+07
"3228","10",3.4e+07,34500000
"3229","10",34500000,3.5e+07
"3230","10",3.5e+07,35500000
"3231","10",35500000,3.6e+07
"3232","10",3.6e+07,36500000
"3233","10",3.7e+07,37500000
"3234","10",37500000,3.8e+07
"3235","10",3.8e+07,38500000
"3236","10",4.3e+07,43500000
"3237","10",43500000,4.4e+07
"3238","10",4.4e+07,44500000
"3239","10",44500000,4.5e+07
"3240","10",4.5e+07,45500000
"3241","10",45500000,4.6e+07
"3242","10",4.6e+07,46500000
"3243","10",46500000,4.7e+07
"3244","10",4.7e+07,47500000
"3245","10",47500000,4.8e+07
"3246","10",4.8e+07,48500000
"3247","10",48500000,4.9e+07
"3248","10",4.9e+07,49500000
"3249","10",49500000,5e+07
"3250","10",5e+07,50500000
"3251","10",50500000,5.1e+07
"3252","10",5.1e+07,51500000
"3253","10",51500000,5.2e+07
"3254","10",5.2e+07,52500000
"3255","10",52500000,5.3e+07
"3256","10",5.3e+07,53500000
"3257","10",53500000,5.4e+07
"3258","10",5.4e+07,54500000
"3259","10",54500000,5.5e+07
"3260","10",5.5e+07,55500000
"3261","10",55500000,5.6e+07
"3262","10",5.6e+07,56500000
"3263","10",56500000,5.7e+07
"3264","10",5.7e+07,57500000
"3265","10",57500000,5.8e+07
"3266","10",5.8e+07,58500000
"3267","10",58500000,5.9e+07
"3268","10",5.9e+07,59500000
"3269","10",59500000,6e+07
"3270","10",6e+07,60500000
"3271","10",60500000,6.1e+07
"3272","10",6.1e+07,61500000
"3273","10",61500000,6.2e+07
"3274","10",6.2e+07,62500000
"3275","10",62500000,6.3e+07
"3276","10",6.3e+07,63500000
"3277","10",63500000,6.4e+07
"3278","10",6.4e+07,64500000
"3279","10",64500000,6.5e+07
"3280","10",6.5e+07,65500000
"3281","10",65500000,6.6e+07
"3282","10",6.6e+07,66500000
"3283","10",66500000,6.7e+07
"3284","10",6.7e+07,67500000
"3285","10",67500000,6.8e+07
"3286","10",6.8e+07,68500000
"3287","10",68500000,6.9e+07
"3288","10",6.9e+07,69500000
"3289","10",69500000,7e+07
"3290","10",7e+07,70500000
"3291","10",70500000,7.1e+07
"3292","10",7.1e+07,71500000
"3293","10",71500000,7.2e+07
"3294","10",7.2e+07,72500000
"3295","10",72500000,7.3e+07
"3296","10",7.3e+07,73500000
"3297","10",73500000,7.4e+07
"3298","10",7.4e+07,74500000
"3299","10",74500000,7.5e+07
"3300","10",7.5e+07,75500000
"3301","10",75500000,7.6e+07
"3302","10",7.6e+07,76500000
"3303","10",76500000,7.7e+07
"3304","10",7.7e+07,77500000
"3305","10",77500000,7.8e+07
"3306","10",7.8e+07,78500000
"3307","10",78500000,7.9e+07
"3308","10",7.9e+07,79500000
"3309","10",79500000,8e+07
"3310","10",8e+07,80500000
"3311","10",80500000,8.1e+07
"3312","10",8.1e+07,81500000
"3313","10",81500000,8.2e+07
"3314","10",8.2e+07,82500000
"3315","10",82500000,8.3e+07
"3316","10",8.3e+07,83500000
"3317","10",83500000,8.4e+07
"3318","10",8.4e+07,84500000
"3319","10",84500000,8.5e+07
"3320","10",8.5e+07,85500000
"3321","10",85500000,8.6e+07
"3322","10",8.6e+07,86500000
"3323","10",86500000,8.7e+07
"3324","10",8.7e+07,87500000
"3325","10",87500000,8.8e+07
"3326","10",8.8e+07,88500000
"3327","10",88500000,8.9e+07
"3328","10",8.9e+07,89500000
"3329","10",89500000,9e+07
"3330","10",9e+07,90500000
"3331","10",90500000,9.1e+07
"3332","10",9.1e+07,91500000
"3333","10",91500000,9.2e+07
"3334","10",9.2e+07,92500000
"3335","10",92500000,9.3e+07
"3336","10",9.3e+07,93500000
"3337","10",93500000,9.4e+07
"3338","10",9.4e+07,94500000
"3339","10",94500000,9.5e+07
"3340","10",9.5e+07,95500000
"3341","10",95500000,9.6e+07
"3342","10",9.6e+07,96500000
"3343","10",96500000,9.7e+07
"3344","10",9.7e+07,97500000
"3345","10",97500000,9.8e+07
"3346","10",9.8e+07,98500000
"3347","10",98500000,9.9e+07
"3348","10",9.9e+07,99500000
"3349","10",99500000,1e+08
"3350","10",1e+08,100500000
"3351","10",100500000,1.01e+08
"3352","10",1.01e+08,101500000
"3353","10",101500000,1.02e+08
"3354","10",1.02e+08,102500000
"3355","10",102500000,1.03e+08
"3356","10",1.03e+08,103500000
"3357","10",103500000,1.04e+08
"3358","10",1.04e+08,104500000
"3359","10",104500000,1.05e+08
"3360","10",1.05e+08,105500000
"3361","10",105500000,1.06e+08
"3362","10",1.06e+08,106500000
"3363","10",106500000,1.07e+08
"3364","10",1.07e+08,107500000
"3365","10",107500000,1.08e+08
"3366","10",1.08e+08,108500000
"3367","10",108500000,1.09e+08
"3368","10",1.09e+08,109500000
"3369","10",109500000,1.1e+08
"3370","10",1.1e+08,110500000
"3371","10",110500000,1.11e+08
"3372","10",1.11e+08,111500000
"3373","10",111500000,1.12e+08
"3374","10",1.12e+08,112500000
"3375","10",112500000,1.13e+08
"3376","10",1.13e+08,113500000
"3377","10",113500000,1.14e+08
"3378","10",1.14e+08,114500000
"3379","10",114500000,1.15e+08
"3380","10",1.15e+08,115500000
"3381","10",115500000,1.16e+08
"3382","10",1.16e+08,116500000
"3383","10",116500000,1.17e+08
"3384","10",1.17e+08,117500000
"3385","10",117500000,1.18e+08
"3386","10",1.18e+08,118500000
"3387","10",118500000,1.19e+08
"3388","10",1.19e+08,119500000
"3389","10",119500000,1.2e+08
